geocode_input,match,match_type,match_address,longitude,latitude,parcel_number,join_type,log_id,street_number,street_direction,street_name,street_suffix,street_unit,zip_code
"985 W 12TH ST, , CA, 90731",Match,Exact,"985 W 12TH ST, SAN PEDRO, CA, 90731",-118.29852346999996,33.73334824300008,141690296,L,7797,985,W,12TH,ST,,90731
"1030 W 12TH ST, , CA, 90731",Match,Exact,"1030 W 12TH ST, SAN PEDRO, CA, 90731",-118.29970668299995,33.73336352600006,141690294,R,7801,1030,W,12TH,ST,,90731
"1042 W 12TH ST, , CA, 90731",Match,Exact,"1042 W 12TH ST, SAN PEDRO, CA, 90731",-118.29993326699997,33.73336435300007,141690294,R,7800,1042,W,12TH,ST,,90731
"1066 W 12TH ST, , CA, 90731",Match,Exact,"1066 W 12TH ST, SAN PEDRO, CA, 90731",-118.30038643499995,33.73336600700003,141690294,R,7802,1066,W,12TH,ST,,90731
"1652 W 12TH ST, , CA, 90015",Match,Exact,"1652 W 12TH ST, LOS ANGELES, CA, 90015",-118.27747533299998,34.04686240600006,652036747,L,736,1652,W,12TH,ST,,90015
"2380 W 12TH ST, , CA, 90006",Match,Exact,"2380 W 12TH ST, LOS ANGELES, CA, 90006",-118.28716339999994,34.04911200200007,634960298,L,1138,2380,W,12TH,ST,,90006
"2692 W 12TH ST, , CA, 90006",Match,Exact,"2692 W 12TH ST, LOS ANGELES, CA, 90006",-118.29774122499998,34.049068840000075,141605085,L,1137,2692,W,12TH,ST,,90006
"2772 W 12TH ST, , CA, 90006",Match,Exact,"2772 W 12TH ST, LOS ANGELES, CA, 90006",-118.29938911899995,34.04906197400004,141604104,L,1136,2772,W,12TH,ST,,90006
"2900 W 12TH ST, , CA, 90006",Match,Exact,"2900 W 12TH ST, LOS ANGELES, CA, 90006",-118.30319178599996,34.04904334300005,141604078,L,22697,2900,W,12TH,ST,,90006
"3011 W 12TH ST, , CA, 90006",Match,Exact,"3011 W 12TH ST, LOS ANGELES, CA, 90006",-118.30666470799997,34.04903592000005,141604007,R,22771,3011,W,12TH,ST,,90006
"3518 W 12TH ST, , CA, 90019",Match,Exact,"3518 W 12TH ST, LOS ANGELES, CA, 90019",-118.31814740599998,34.04955041200003,141603697,L,23129,3518,W,12TH,ST,,90019
"5121 W 12TH ST, , CA, 90019",Match,Exact,"5121 W 12TH ST, LOS ANGELES, CA, 90019",-118.34418840999996,34.05339436100007,642863940,R,23130,5121,W,12TH,ST,,90019
"5356 W 12TH ST, , CA, 90019",Match,Exact,"5356 W 12TH ST, LOS ANGELES, CA, 90019",-118.34962396099996,34.053518987000075,141599346,L,23132,5356,W,12TH,ST,,90019
"242 W 13TH ST, , CA, 90731",Match,Exact,"242 W 13TH ST, SAN PEDRO, CA, 90731",-118.28233789799998,33.73239556000004,141690929,R,15773,242,W,13TH,ST,,90731
"565 W 13TH ST, , CA, 90731",Match,Exact,"565 W 13TH ST, SAN PEDRO, CA, 90731",-118.28932424499999,33.732410231000074,141690658,L,15771,565,W,13TH,ST,,90731
"576 W 13TH ST, , CA, 90731",Match,Exact,"576 W 13TH ST, SAN PEDRO, CA, 90731",-118.28955242499995,33.73242202200004,141690658,R,16844,576,W,13TH,ST,,90731
"663 W 13TH ST, , CA, 90731",Match,Exact,"663 W 13TH ST, SAN PEDRO, CA, 90731",-118.29149780999995,33.73241813300007,141690656,L,15772,663,W,13TH,ST,,90731
"1020 W 13TH ST, , CA, 90731",Match,Exact,"1020 W 13TH ST, SAN PEDRO, CA, 90731",-118.29952289399995,33.73245434200004,141690290,R,7805,1020,W,13TH,ST,,90731
"1049 W 13TH ST, , CA, 90731",Match,Exact,"1049 W 13TH ST, SAN PEDRO, CA, 90731",-118.30005261199994,33.732445307000035,141690290,L,15706,1049,W,13TH,ST,,90731
"1062 W 13TH ST, , CA, 90731",Match,Exact,"1062 W 13TH ST, SAN PEDRO, CA, 90731",-118.30031738499997,33.73245723700006,141690290,R,15707,1062,W,13TH,ST,,90731
"1144 W 13TH ST, , CA, 90731",Match,Exact,"1144 W 13TH ST, SAN PEDRO, CA, 90731",-118.30218196899995,33.73246403600007,141690279,R,7804,1144,W,13TH,ST,,90731
"530 W 14TH ST, , CA, 90731",Match,Exact,"530 W 14TH ST, SAN PEDRO, CA, 90731",-118.28868555399998,33.73151035800004,141690661,R,15796,530,W,14TH,ST,,90731
"545 W 14TH ST, , CA, 90731",Match,Exact,"545 W 14TH ST, SAN PEDRO, CA, 90731",-118.28895188799999,33.73150035800006,141690661,L,15798,545,W,14TH,ST,,90731
"900 W 14TH ST, , CA, 90731",Match,Exact,"900 W 14TH ST, SAN PEDRO, CA, 90731",-118.29694537999995,33.73154012800006,141690308,R,15804,900,W,14TH,ST,,90731
"972 W 14TH ST, , CA, 90731",Match,Exact,"972 W 14TH ST, SAN PEDRO, CA, 90731",-118.29830488299996,33.73154260900003,141690308,R,15803,972,W,14TH,ST,,90731
"1021 W 14TH ST, , CA, 90731",Match,Exact,"1021 W 14TH ST, SAN PEDRO, CA, 90731",-118.29952697199997,33.73153488300005,141690300,L,16848,1021,W,14TH,ST,,90731
"1103 W 14TH ST, , CA, 90731",Match,Exact,"1103 W 14TH ST, SAN PEDRO, CA, 90731",-118.30139300399998,33.731541683000046,141690282,L,16845,1103,W,14TH,ST,,90731
"1110 W 14TH ST, , CA, 90731",Match,Exact,"1110 W 14TH ST, SAN PEDRO, CA, 90731",-118.30154400199996,33.73155319800003,141690282,R,15805,1110,W,14TH,ST,,90731
"2229 W 14TH ST, , CA, 90006",Match,Exact,"2229 W 14TH ST, LOS ANGELES, CA, 90006",-118.28706983199999,34.04626354100003,141606890,R,1147,2229,W,14TH,ST,,90006
"223 W 15TH ST, , CA, 90731",Match,Exact,"223 W 15TH ST, SAN PEDRO, CA, 90731",-118.28197612099996,33.73057024800005,141690933,L,16787,223,W,15TH,ST,,90731
"250 W 15TH ST, , CA, 90731",Match,Exact,"250 W 15TH ST, SAN PEDRO, CA, 90731",-118.28249703999995,33.73058314200006,141690933,R,16785,250,W,15TH,ST,,90731
"263 W 15TH ST, , CA, 90731",Match,Exact,"263 W 15TH ST, SAN PEDRO, CA, 90731",-118.28272037499994,33.73057300500005,141690933,L,16786,263,W,15TH,ST,,90731
"380 W 15TH ST, , CA, 90731",Match,Exact,"380 W 15TH ST, SAN PEDRO, CA, 90731",-118.28522596899995,33.73059324900004,141690690,R,16784,380,W,15TH,ST,,90731
"721 W 15TH ST, , CA, 90731",Match,Exact,"721 W 15TH ST, SAN PEDRO, CA, 90731",-118.29291726599996,33.730606289000036,141690598,L,15731,721,W,15TH,ST,,90731
"727 W 15TH ST, , CA, 90731",Match,Exact,"727 W 15TH ST, SAN PEDRO, CA, 90731",-118.29303055799994,33.730606703000035,141690598,L,25066,727,W,15TH,ST,,90731
"1024 W 15TH ST, , CA, 90731",Match,Exact,"1024 W 15TH ST, SAN PEDRO, CA, 90731",-118.29960659999995,33.73064164900006,141690303,R,25064,1024,W,15TH,ST,,90731
"2205 W 15TH ST, , CA, 90006",Match,Exact,"2205 W 15TH ST, LOS ANGELES, CA, 90006",-118.28662092899998,34.045262956000045,141606892,R,1153,2205,W,15TH,ST,,90006
"2214 W 15TH ST, , CA, 90006",Match,Exact,"2214 W 15TH ST, LOS ANGELES, CA, 90006",-118.28680624399999,34.04525130300004,141606892,L,1151,2214,W,15TH,ST,,90006
"2241 W 15TH ST, , CA, 90006",Match,Exact,"2241 W 15TH ST, LOS ANGELES, CA, 90006",-118.28728827599997,34.04526047500008,141606892,R,1152,2241,W,15TH,ST,,90006
"2255 W 15TH ST, , CA, 90006",Match,Exact,"2255 W 15TH ST, LOS ANGELES, CA, 90006",-118.28754779999997,34.04525951000005,141606892,R,1150,2255,W,15TH,ST,,90006
"3035 W 15TH ST, , CA, 90019",Match,Exact,"3035 W 15TH ST, LOS ANGELES, CA, 90019",-118.31234594199998,34.045378336000056,141605630,R,19165,3035,W,15TH,ST,,90019
"3051 W 15TH ST, , CA, 90019",Match,Exact,"3051 W 15TH ST, LOS ANGELES, CA, 90019",-118.31264900099995,34.04537749200006,141605630,R,19166,3051,W,15TH,ST,,90019
"3103 W 15TH ST, , CA, 90019",Match,Exact,"3103 W 15TH ST, LOS ANGELES, CA, 90019",-118.31783241099998,34.045460459000026,141605544,R,21320,3103,W,15TH,ST,,90019
"3511 W 15TH ST, , CA, 90019",Match,Exact,"3511 W 15TH ST, LOS ANGELES, CA, 90019",-118.32266886399998,34.04544410400007,141605513,R,19163,3511,W,15TH,ST,,90019
"819 W 165TH PL, , CA, 90247",Match,Exact,"819 W 165TH PL, GARDENA, CA, 90247",-118.28984192599995,33.88073116900006,141667544,R,15738,819,W,165TH,PL,,90247
"825 W 165TH PL, , CA, 90247",Match,Exact,"825 W 165TH PL, GARDENA, CA, 90247",-118.29006985399997,33.88072441500003,141667544,R,15735,825,W,165TH,PL,,90247
"835 W 165TH PL, , CA, 90247",Match,Exact,"835 W 165TH PL, GARDENA, CA, 90247",-118.29034550999995,33.88071626800007,141667543,R,4136,835,W,165TH,PL,,90247
"837 W 165TH PL, , CA, 90247",Match,Exact,"837 W 165TH PL, GARDENA, CA, 90247",-118.29037092899995,33.880715518000045,141667543,R,15736,837,W,165TH,PL,,90247
"821 W 167TH ST, , CA, 90247",Match,Exact,"821 W 167TH ST, GARDENA, CA, 90247",-118.28988172299995,33.879824443000075,141667550,R,15739,821,W,167TH,ST,,90247
"825 W 167TH ST, , CA, 90247",Match,Exact,"825 W 167TH ST, GARDENA, CA, 90247",-118.29003367499996,33.87981994100005,141667550,R,15740,825,W,167TH,ST,,90247
"851 W 169TH ST, , CA, 90247",Match,Exact,"851 W 169TH ST, GARDENA, CA, 90247",-118.29038496899994,33.87804256600003,141667554,R,15741,851,W,169TH,ST,,90247
"852 W 169TH ST, , CA, 90247",Match,Exact,"852 W 169TH ST, GARDENA, CA, 90247",-118.29039475499997,33.878031306000025,141667554,L,16655,852,W,169TH,ST,,90247
"572 W 16TH ST, , CA, 90731",Match,Exact,"572 W 16TH ST, SAN PEDRO, CA, 90731",-118.28949242499999,33.72970028300006,141690681,R,16656,572,W,16TH,ST,,90731
"624 W 16TH ST, , CA, 90731",Match,Exact,"624 W 16TH ST, SAN PEDRO, CA, 90731",-118.290793872,33.72970386700007,141690608,R,16719,624,W,16TH,ST,,90731
"678 W 16TH ST, , CA, 90731",Match,Exact,"678 W 16TH ST, SAN PEDRO, CA, 90731",-118.29181349999999,33.729705727000066,141690608,R,16658,678,W,16TH,ST,,90731
"2605 W 16TH PL, , CA, 90019",Match,Exact,"2605 W 16TH PL, LOS ANGELES, CA, 90019",-118.31780663899997,34.04269884300004,141605555,R,21384,2605,W,16TH,PL,,90019
"4517 W 16TH PL, , CA, 90019",Match,Exact,"4517 W 16TH PL, LOS ANGELES, CA, 90019",-118.33526215999996,34.046207235000054,141601697,R,21383,4517,W,16TH,PL,,90019
"523 W 17TH ST, , CA, 90731",Match,Exact,"523 W 17TH ST, SAN PEDRO, CA, 90731",-118.28854551199998,33.728777378000075,141690665,L,16721,523,W,17TH,ST,,90731
"524 W 17TH ST, , CA, 90731",Match,Exact,"524 W 17TH ST, SAN PEDRO, CA, 90731",-118.28858349399997,33.72878848100004,141690665,R,16722,524,W,17TH,ST,,90731
"720 W 17TH ST, , CA, 90731",Match,Exact,"720 W 17TH ST, SAN PEDRO, CA, 90731",-118.29292524799996,33.728804285000024,141690602,R,15585,720,W,17TH,ST,,90731
"1035 W 17TH ST, , CA, 90015",Match,Exact,"1035 W 17TH ST, LOS ANGELES, CA, 90015",-118.27867006299999,34.04004297700004,142454067,R,1158,1035,W,17TH,ST,,90015
"1044 W 17TH ST, , CA, 90015",Match,Exact,"1044 W 17TH ST, LOS ANGELES, CA, 90015",-118.27883077499996,34.04010330300002,142454067,L,745,1044,W,17TH,ST,,90015
"3414 W 17TH ST, , CA, 90019",Match,Exact,"3414 W 17TH ST, LOS ANGELES, CA, 90019",-118.32150430599995,34.04180706300008,141605529,L,21388,3414,W,17TH,ST,,90019
"3520 W 17TH ST, , CA, 90019",Match,Exact,"3520 W 17TH ST, LOS ANGELES, CA, 90019",-118.32275538699997,34.041802836000045,141605527,L,21389,3520,W,17TH,ST,,90019
"4533 W 17TH ST, , CA, 90019",Match,Exact,"4533 W 17TH ST, LOS ANGELES, CA, 90019",-118.33663308299998,34.04364633800003,141601707,R,25030,4533,W,17TH,ST,,90019
"4536 W 17TH ST, , CA, 90019",Match,Exact,"4536 W 17TH ST, LOS ANGELES, CA, 90019",-118.33671746399995,34.04365798300006,141601707,L,21396,4536,W,17TH,ST,,90019
"4542 W 17TH ST, , CA, 90019",Match,Exact,"4542 W 17TH ST, LOS ANGELES, CA, 90019",-118.33683778499994,34.04369106100006,141601707,L,21395,4542,W,17TH,ST,,90019
"4546 W 17TH ST, , CA, 90019",Match,Exact,"4546 W 17TH ST, LOS ANGELES, CA, 90019",-118.33691799899998,34.043713113000024,141601707,L,21394,4546,W,17TH,ST,,90019
"4551 W 17TH ST, , CA, 90019",Match,Exact,"4551 W 17TH ST, LOS ANGELES, CA, 90019",-118.33699404599997,34.043745572000034,141601707,R,21393,4551,W,17TH,ST,,90019
"4623 W 17TH ST, , CA, 90019",Match,Exact,"4623 W 17TH ST, LOS ANGELES, CA, 90019",-118.33866217999997,34.04420448900004,141601679,R,21392,4623,W,17TH,ST,,90019
"4639 W 17TH ST, , CA, 90019",Match,Exact,"4639 W 17TH ST, LOS ANGELES, CA, 90019",-118.33886519099997,34.04426042600005,141601679,R,21336,4639,W,17TH,ST,,90019
"4647 W 17TH ST, , CA, 90019",Match,Exact,"4647 W 17TH ST, LOS ANGELES, CA, 90019",-118.33896669699999,34.044288395000024,141601679,R,21327,4647,W,17TH,ST,,90019
"4702 W 17TH ST, , CA, 90019",Match,Exact,"4702 W 17TH ST, LOS ANGELES, CA, 90019",-118.339681413,34.04447377100007,141601679,L,21386,4702,W,17TH,ST,,90019
"4716 W 17TH ST, , CA, 90019",Match,Exact,"4716 W 17TH ST, LOS ANGELES, CA, 90019",-118.339859048,34.044522716000074,141601679,L,21323,4716,W,17TH,ST,,90019
"4819 W 17TH ST, , CA, 90019",Match,Exact,"4819 W 17TH ST, LOS ANGELES, CA, 90019",-118.34162906499995,34.045018533000075,141601672,R,21328,4819,W,17TH,ST,,90019
"4820 W 17TH ST, , CA, 90019",Match,Exact,"4820 W 17TH ST, LOS ANGELES, CA, 90019",-118.34166932399995,34.045017819000066,141601672,L,21329,4820,W,17TH,ST,,90019
"4823 W 17TH ST, , CA, 90019",Match,Exact,"4823 W 17TH ST, LOS ANGELES, CA, 90019",-118.34170142299996,34.04503796600005,141601672,R,21330,4823,W,17TH,ST,,90019
"4833 W 17TH ST, , CA, 90019",Match,Exact,"4833 W 17TH ST, LOS ANGELES, CA, 90019",-118.34188231799999,34.045086549000075,141601672,R,21332,4833,W,17TH,ST,,90019
"4843 W 17TH ST, , CA, 90019",Match,Exact,"4843 W 17TH ST, LOS ANGELES, CA, 90019",-118.34206321299996,34.04513513200004,141601672,R,21334,4843,W,17TH,ST,,90019
"4853 W 17TH ST, , CA, 90019",Match,Exact,"4853 W 17TH ST, LOS ANGELES, CA, 90019",-118.34224410799999,34.045183716000054,141601672,R,21335,4853,W,17TH,ST,,90019
"15 E 18TH AVE, , CA, 90291",Match,Exact,"15 18TH AVE, PLAYA DEL REY, CA, 90291",-118.47221840599997,33.98613751800008,141576000,L,3003,15,E,18TH,AVE,,90291
"823 W 18TH ST, , CA, 90731",Match,Exact,"823 W 18TH ST, SAN PEDRO, CA, 90731",-118.29517400799995,33.72789300300008,141690697,L,15589,823,W,18TH,ST,,90731
"1023 W 18TH ST, , CA, 90731",Match,Exact,"1023 W 18TH ST, SAN PEDRO, CA, 90731",-118.29958382399997,33.72790908300004,141690397,L,15588,1023,W,18TH,ST,,90731
"1112 W 18TH ST, , CA, 90015",Match,Exact,"1112 W 18TH ST, LOS ANGELES, CA, 90015",-118.28077204199997,34.03969123200005,141607234,L,749,1112,W,18TH,ST,,90015
"1116 W 18TH ST, , CA, 90015",Match,Exact,"1116 W 18TH ST, LOS ANGELES, CA, 90015",-118.28083061699999,34.039717833000054,141607234,L,750,1116,W,18TH,ST,,90015
"2346 W 18TH ST, , CA, 90019",Match,Exact,"2346 W 18TH ST, LOS ANGELES, CA, 90019",-118.31076975899998,34.04173952900004,141605643,L,22493,2346,W,18TH,ST,,90019
"2404 W 18TH ST, , CA, 90019",Match,Exact,"2404 W 18TH ST, LOS ANGELES, CA, 90019",-118.31195412999995,34.041738457000065,141605637,L,22491,2404,W,18TH,ST,,90019
"2405 W 18TH ST, , CA, 90019",Match,Exact,"2405 W 18TH ST, LOS ANGELES, CA, 90019",-118.31195417499998,34.04174942100008,141605637,R,22492,2405,W,18TH,ST,,90019
"2442 W 18TH ST, , CA, 90019",Match,Exact,"2442 W 18TH ST, LOS ANGELES, CA, 90019",-118.31346684899995,34.041734235000035,141605625,L,22502,2442,W,18TH,ST,,90019
"3215 W 18TH ST, , CA, 90019",Match,Exact,"3215 W 18TH ST, LOS ANGELES, CA, 90019",-118.31967635599995,34.04090699400007,141605580,R,22496,3215,W,18TH,ST,,90019
"4517 W 18TH ST, , CA, 90019",Match,Exact,"4517 W 18TH ST, LOS ANGELES, CA, 90019",-118.33736858099996,34.04089696400007,141601732,R,21337,4517,W,18TH,ST,,90019
"4520 W 18TH ST, , CA, 90019",Match,Exact,"4520 W 18TH ST, LOS ANGELES, CA, 90019",-118.33745282999996,34.04090861100008,141601732,L,22497,4520,W,18TH,ST,,90019
"4557 W 18TH ST, , CA, 90019",Match,Exact,"4557 W 18TH ST, LOS ANGELES, CA, 90019",-118.33816934299995,34.04111748300005,141601732,R,24695,4557,W,18TH,ST,,90019
"4622 W 18TH ST, , CA, 90019",Match,Exact,"4622 W 18TH ST, LOS ANGELES, CA, 90019",-118.33975440699999,34.04154267400003,141601684,L,22499,4622,W,18TH,ST,,90019
"4816 W 18TH ST, , CA, 90019",Match,Exact,"4816 W 18TH ST, LOS ANGELES, CA, 90019",-118.34279884299997,34.04238216300007,141601611,L,22501,4816,W,18TH,ST,,90019
"4825 W 18TH ST, , CA, 90019",Match,Exact,"4825 W 18TH ST, LOS ANGELES, CA, 90019",-118.34292284899999,34.04242785200006,141601611,R,22500,4825,W,18TH,ST,,90019
"4837 W 18TH ST, , CA, 90019",Match,Exact,"4837 W 18TH ST, LOS ANGELES, CA, 90019",-118.34311511399994,34.04248077700004,141601611,R,22498,4837,W,18TH,ST,,90019
"4848 W 18TH ST, , CA, 90019",Match,Exact,"4848 W 18TH ST, LOS ANGELES, CA, 90019",-118.34331155099994,34.04252329600007,141601611,L,22495,4848,W,18TH,ST,,90019
"10 E 19TH AVE, , CA, 90291",Match,Exact,"10 19TH AVE, PLAYA DEL REY, CA, 90291",-118.47181432699995,33.98556983100008,141576150,R,3004,10,E,19TH,AVE,,90291
"15 E 19TH AVE, , CA, 90291",Match,Exact,"15 19TH AVE, PLAYA DEL REY, CA, 90291",-118.47176902099994,33.98561087600007,141576150,L,3005,15,E,19TH,AVE,,90291
"25 E 19TH AVE, , CA, 90291",Match,Exact,"25 19TH AVE, PLAYA DEL REY, CA, 90291",-118.47167792099998,33.98566609900007,141576150,L,3006,25,E,19TH,AVE,,90291
"927 W 19TH ST, , CA, 90731",Match,Exact,"927 W 19TH ST, SAN PEDRO, CA, 90731",-118.29745765699994,33.726995627000065,141690404,L,15592,927,W,19TH,ST,,90731
"724 W 1ST ST, , CA, 90731",Match,Exact,"724 W 1ST ST, SAN PEDRO, CA, 90731",-118.29281603799996,33.74331191700003,141689676,R,16508,724,W,1ST,ST,,90731
"739 W 1ST ST, , CA, 90731",Match,Exact,"739 W 1ST ST, SAN PEDRO, CA, 90731",-118.29309324499997,33.74330196000005,141689676,L,16507,739,W,1ST,ST,,90731
"1846 E 1ST ST, , CA, 90033",Match,Exact,"1846 E 1ST ST, LOS ANGELES, CA, 90033",-118.21836359899999,34.04695679500003,141624080,R,16061,1846,E,1ST,ST,,90033
"3451 E 1ST ST, , CA, 90063",Match,Exact,"3451 E 1ST ST, HAZARD, CA, 90063",-118.19350728199998,34.03648054000007,141625373,L,16062,3451,E,1ST,ST,,90063
"3900 W 1ST ST, , CA, 90004",Match,Exact,"3900 W 1ST ST, LOS ANGELES, CA, 90004",-118.29848031499995,34.07276469800007,141603866,L,8620,3900,W,1ST,ST,,90004
"3921 W 1ST ST, , CA, 90004",Match,Exact,"3921 W 1ST ST, LOS ANGELES, CA, 90004",-118.29865343699998,34.07277495900007,141603866,R,8557,3921,W,1ST,ST,,90004
"4005 W 1ST ST, , CA, 90004",Match,Exact,"4005 W 1ST ST, LOS ANGELES, CA, 90004",-118.29950434599999,34.07277150200008,141603864,R,8943,4005,W,1ST,ST,,90004
"4515 W 1ST ST, , CA, 90004",Match,Exact,"4515 W 1ST ST, LOS ANGELES, CA, 90004",-118.30950274699995,34.07305200700006,141603780,R,20934,4515,W,1ST,ST,,90004
"4555 W 1ST ST, , CA, 90004",Match,Exact,"4555 W 1ST ST, LOS ANGELES, CA, 90004",-118.31040406799997,34.073049336000054,141603592,R,20933,4555,W,1ST,ST,,90004
"4573 W 1ST ST, , CA, 90004",Match,Exact,"4573 W 1ST ST, LOS ANGELES, CA, 90004",-118.31075685999997,34.073049336000054,141603592,R,20936,4573,W,1ST,ST,,90004
"4601 W 1ST ST, , CA, 90004",Match,Exact,"4601 W 1ST ST, LOS ANGELES, CA, 90004",-118.31140350999999,34.07304901500004,141603589,R,20935,4601,W,1ST,ST,,90004
"7955 W 1ST ST, , CA, 90048",Match,Exact,"7955 W 1ST ST, LOS ANGELES, CA, 90048",-118.36278264499998,34.07430633000007,141598330,R,13629,7955,W,1ST,ST,,90048
"8403 W 1ST ST, , CA, 90048",Match,Exact,"8403 W 1ST ST, LOS ANGELES, CA, 90048",-118.37324572099999,34.07453228300005,141598221,R,14013,8403,W,1ST,ST,,90048
"1660 W 204TH ST, , CA, 90501",Match,Exact,"1660 W 204TH ST, TORRANCE, CA, 90501",-118.30811418499997,33.84566963900005,632753720,L,16510,1660,W,204TH,ST,,90501
"1514 W 205TH ST, , CA, 90501",Match,Exact,"1514 W 205TH ST, TORRANCE, CA, 90501",-118.30450416899998,33.844765049000046,141667249,L,16576,1514,W,205TH,ST,,90501
"1655 W 205TH ST, , CA, 90501",Match,Exact,"1655 W 205TH ST, TORRANCE, CA, 90501",-118.30798219699994,33.84474684000003,142757835,R,16577,1655,W,205TH,ST,,90501
"1524 W 206TH ST, , CA, 90501",Match,Exact,"1524 W 206TH ST, TORRANCE, CA, 90501",-118.30472100099996,33.84382956400003,141667250,L,16860,1524,W,206TH,ST,,90501
"1620 W 206TH ST, , CA, 90501",Match,Exact,"1620 W 206TH ST, TORRANCE, CA, 90501",-118.30723647199994,33.84380728200006,142757843,L,16825,1620,W,206TH,ST,,90501
"1635 W 206TH ST, , CA, 90501",Match,Exact,"1635 W 206TH ST, TORRANCE, CA, 90501",-118.30753953699997,33.843815834000054,142757843,R,16823,1635,W,206TH,ST,,90501
"1639 W 206TH ST, , CA, 90501",Match,Exact,"1639 W 206TH ST, TORRANCE, CA, 90501",-118.30762609099997,33.843815145000065,142757843,R,16822,1639,W,206TH,ST,,90501
"1643 W 206TH ST, , CA, 90501",Match,Exact,"1643 W 206TH ST, TORRANCE, CA, 90501",-118.30771264499998,33.843814456000075,142757843,R,16821,1643,W,206TH,ST,,90501
"1645 W 206TH ST, , CA, 90501",Match,Exact,"1645 W 206TH ST, TORRANCE, CA, 90501",-118.30775592199996,33.84381411100003,142757843,R,16759,1645,W,206TH,ST,,90501
"1651 W 206TH ST, , CA, 90501",Match,Exact,"1651 W 206TH ST, TORRANCE, CA, 90501",-118.307885753,33.84381307800004,142757843,R,16579,1651,W,206TH,ST,,90501
"1655 W 206TH ST, , CA, 90501",Match,Exact,"1655 W 206TH ST, TORRANCE, CA, 90501",-118.30797230699994,33.84381238900005,142757843,R,16578,1655,W,206TH,ST,,90501
"1534 W 207TH ST, , CA, 90501",Match,Exact,"1534 W 207TH ST, TORRANCE, CA, 90501",-118.30493464099999,33.84289235600005,141668396,L,15627,1534,W,207TH,ST,,90501
"1544 W 207TH ST, , CA, 90501",Match,Exact,"1544 W 207TH ST, TORRANCE, CA, 90501",-118.30516032899999,33.842890633000025,141668396,L,16862,1544,W,207TH,ST,,90501
"1548 W 207TH ST, , CA, 90501",Match,Exact,"1548 W 207TH ST, TORRANCE, CA, 90501",-118.30525060499997,33.842889944000035,141668396,L,15628,1548,W,207TH,ST,,90501
"1667 W 208TH ST, , CA, 90501",Match,Exact,"1667 W 208TH ST, TORRANCE, CA, 90501",-118.30821564899998,33.841882199000054,142759107,R,15631,1667,W,208TH,ST,,90501
"1650 W 209TH ST, , CA, 90501",Match,Exact,"1650 W 209TH ST, TORRANCE, CA, 90501",-118.30785556899997,33.84085751200007,142759111,L,15632,1650,W,209TH,ST,,90501
"20 E 20TH AVE, , CA, 90291",Match,Exact,"20 20TH AVE, PLAYA DEL REY, CA, 90291",-118.471297188,33.98507719500003,141576157,R,3007,20,E,20TH,AVE,,90291
"1423 W 20TH ST, , CA, 90007",Match,Exact,"1423 W 20TH ST, DOCKWEILER, CA, 90007",-118.287280797,34.038175085000034,141606958,R,1126,1423,W,20TH,ST,,90007
"1750 W 20TH ST, , CA, 90007",Match,Exact,"1750 W 20TH ST, DOCKWEILER, CA, 90007",-118.29492785199994,34.03812831500005,141606836,L,1124,1750,W,20TH,ST,,90007
"1858 W 20TH ST, , CA, 90007",Match,Exact,"1858 W 20TH ST, DOCKWEILER, CA, 90007",-118.29948498099998,34.038142433000075,141606012,L,751,1858,W,20TH,ST,,90007
"1862 W 20TH ST, , CA, 90007",Match,Exact,"1862 W 20TH ST, DOCKWEILER, CA, 90007",-118.29955265599995,34.03814271500005,141606012,L,1121,1862,W,20TH,ST,,90007
"1925 W 20TH ST, , CA, 90018",Match,Exact,"1925 W 20TH ST, LOS ANGELES, CA, 90018",-118.30090278499995,34.038154417000044,141606010,R,22852,1925,W,20TH,ST,,90018
"2338 W 20TH ST, , CA, 90018",Match,Exact,"2338 W 20TH ST, LOS ANGELES, CA, 90018",-118.31611343699996,34.03895958500004,141605588,L,21212,2338,W,20TH,ST,,90018
"2383 W 20TH ST, , CA, 90018",Match,Exact,"2383 W 20TH ST, LOS ANGELES, CA, 90018",-118.31714399699996,34.038966740000035,141605588,R,24709,2383,W,20TH,ST,,90018
"5070 W 20TH ST, , CA, 90016",Match,Exact,"5070 W 20TH ST, LOS ANGELES, CA, 90016",-118.35083184899997,34.039895751000074,141601079,L,22858,5070,W,20TH,ST,,90016
"5118 W 20TH ST, , CA, 90016",Match,Exact,"5118 W 20TH ST, LOS ANGELES, CA, 90016",-118.35199493599998,34.04004432600004,141601079,L,22860,5118,W,20TH,ST,,90016
"5138 W 20TH ST, , CA, 90016",Match,Exact,"5138 W 20TH ST, LOS ANGELES, CA, 90016",-118.35247955599999,34.04010623200003,141601079,L,22861,5138,W,20TH,ST,,90016
"5142 W 20TH ST, , CA, 90016",Match,Exact,"5142 W 20TH ST, LOS ANGELES, CA, 90016",-118.35257647999998,34.04011861400005,141601079,L,22862,5142,W,20TH,ST,,90016
"5192 W 20TH ST, , CA, 90016",Match,Exact,"5192 W 20TH ST, LOS ANGELES, CA, 90016",-118.35407825199997,34.04030876100006,141601020,L,22854,5192,W,20TH,ST,,90016
"1625 W 218TH ST, , CA, 90501",Match,Exact,"1625 W 218TH ST, TORRANCE, CA, 90501",-118.30717098299999,33.83026536800003,141668546,R,15752,1625,W,218TH,ST,,90501
